patent_application_id;claim_id;X;Y;Z;intensidad;cited_document_id;label;titulo;text;text_b
EP9691490;100982_1;0.513358511;0.920558591;-0.464768061;0.0004;EP8187197;1;Solic. EP9691490;Sunglasses with UV protection - Sunglasses with UV protection are designed to protect the eyes from the harmful ultraviolet (UV) rays of the sun. These glasses have specially treated lenses to block UVA and UVB rays, reducing the risk of eye damage and preventing diseases such as cataracts. In addition to their functionality, sunglasses also offer a style option, with designs ranging from classic to modern. Their frames can be made of lightweight, durable materials such as acetate or metal, and are perfect for use during outdoor activities such as driving, playing sports, or walking in the sun.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP6369802;100373_1;0.057862765;0.976667876;-0.397550426;0.0006;EP8187197;1;Solic. EP6369802;Computer Work Glasses - Computer work glasses are designed to reduce eye strain caused by prolonged exposure to digital screens. Their special lenses feature a blue light filter that blocks harmful light emissions from devices such as computers, phones, and tablets. In addition, these glasses usually include an anti-reflective coating that reduces annoying reflections on the screen, improving visual comfort. The design of these glasses is light and comfortable, adapting to long work days and preventing symptoms such as dry eyes, blurred vision, and headaches.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP4059245;100593_1;0.384909723;0.936608093;-0.915593322;0.0011;EP8187197;1;Solic. EP4059245;Sports glasses with interchangeable lenses - Sports glasses with interchangeable lenses are designed to offer clear and protected vision during outdoor physical activities. Their robust and lightweight structure guarantees a secure and comfortable fit, while their lenses can be interchanged depending on the light conditions or the sport practiced. These glasses are ideal for cyclists, runners and athletes in general, as they provide total protection against wind, dust and UV rays. In addition, many models have an aerodynamic design that minimizes air resistance, improving performance during exercise.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP4539815;100505_1;0.180132686;0.970276788;-0.696427926;0.0007;EP8187197;1;Solic. EP4539815;Industrial safety glasses - Industrial safety glasses are essential in work environments where the eyes may be exposed to flying particles, chemicals or radiation. Made of impact-resistant materials, such as polycarbonate, these glasses protect the eyes from any objects that could cause damage. In addition, they may have special anti-fog coatings to keep vision clear, even in humid environments or with temperature changes. Some safety glasses include side protection for complete coverage and an adjustable design that guarantees comfort during long hours of work.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP5476111;100474_1;0.352607593;0.998903261;-0.8038998;0.0003;EP8187197;1;Solic. EP5476111;Presbyopia Glasses - Presbyopia glasses, also known as reading glasses, are designed to correct near vision for people who have difficulty reading or seeing objects up close due to aging of the eye. These glasses include positive prescription lenses that allow for clear vision at close distances, such as reading books, using phones, or working on the computer. The design can be simple and stylish, with lightweight frame options, and some include bifocal or progressive lenses, allowing for a smooth transition between different focal lengths. ;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP6883429;100505_1;0.632089232;0.853224817;-0.796971174;0.0003;EP8187197;1;Solic. EP6883429;Optical Glasses for Astigmatism - Optical glasses for astigmatism are designed to correct distorted or blurred vision caused by this condition. The lenses in these glasses feature a special curvature that allows objects to be properly focused, eliminating double or blurred images. Like other types of prescription glasses, the lenses can be made from lightweight, strong materials, such as polycarbonate or glass. Wearing glasses for astigmatism improves people's quality of life by providing them with clear and comfortable vision in all situations, whether reading, driving or performing everyday activities.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP1897864;100479_1;0.427413765;0.900875605;-0.138502993;0.0007;EP8187197;1;Solic. EP1897864;Water Sports Safety Goggles-Water sports safety goggles are designed to offer complete protection during activities such as surfing, swimming or diving. These goggles feature water-resistant lenses, which do not fog up under wet conditions, and provide clear visibility in aquatic environments. In addition, they usually have an adjustable design and a tight seal that prevents water from entering, protecting the eyes from external agents such as chlorine or salt. Their lightweight and comfortable structure allows the user to enjoy water sports without worries.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP5582702;100588_1;0.092809839;0.892690085;-0.427229714;0.0007;EP8187197;1;Solic. EP5582702;Welders Safety Goggles-Welders Safety Goggles are designed to protect the eyes from intense flashes of light and sparks generated during the welding process. These goggles feature special filters that block ultraviolet (UV) and infrared (IR) light emitted by the welding arc. Additionally, the design of these goggles is impact-resistant, providing a barrier against flying particles. Many welding goggles include a visor design or goggles with side shields to ensure that no sparks or debris enter your eyes while working.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP6463659;100362_1;0.449995779;0.85422738;-0.657857217;0.0007;EP8187197;1;Solic. EP6463659;UV Protection Goggles for Winter Sports - UV protection goggles for winter sports are essential for those who practice activities such as skiing or snowboarding. These goggles feature special lenses that block up to 100% of UV rays, protecting your eyes from reflective snow, which can amplify UV radiation. In addition, they have an adjustable design and ventilation system that prevents fogging, ensuring clear vision in extreme conditions. The lenses can be interchanged to adapt to different light conditions, providing optimal protection at all times.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP3906531;100774_1;0.656955773;0.952971018;-0.219273647;0.0009;EP8187197;1;Solic. EP3906531;Polarized Sunglasses - Polarized sunglasses are designed to reduce glare caused by reflective surfaces, such as water, snow, or asphalt. These glasses feature special lenses that filter out reflected light waves, improving visibility and reducing eye fatigue. They are ideal for drivers, fishermen, or anyone who spends a lot of time outdoors, as they offer clearer, more comfortable vision. In addition to their functionality, polarized glasses feature UV protection, making them a safety option to protect your eyes from harmful solar radiation.;Eyeglasses or glasses are optical devices designed to correct vision problems or protect the eyes from external factors. Their structure generally consists of a frame that holds two lenses, which can be graduated to improve visual acuity or made of special materials such as polycarbonate or glass, which offer greater impact resistance. In addition, the lenses can have coatings such as anti-reflective, UV filter, or scratch protection, depending on the user's needs. The glasses can be adjusted to different styles and face shapes, providing comfort during prolonged use. They are essential for both people with vision problems and those who require protection from bright light or ultraviolet radiation.
EP7751489;100986_1;-0.87777054;-0.945897594;-0.951480768;0.001;EP7751489;0;Solic. EP7751489;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP6351577;100885_1;-0.925375932;-0.718607831;-0.991173943;0.0003;EP7751489;1;Solic. EP6351577;Metal Laser Cutter - A metal laser cutter is an advanced tool used to cut a variety of metals, such as steel, aluminum, and stainless steel. This device employs a high-power laser to melt metal with extremely high precision. CNC control systems enable the laser to make complex and detailed cuts on metal parts, which is essential in the automotive industry, machinery manufacturing, and the creation of metal structures. Additionally, its ability to cut materials of different thicknesses quickly and efficiently makes it an ideal choice for mass production.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP1804511;100822_1;-0.891562194;-0.953812416;-0.335076486;0.0007;EP7751489;1;Solic. EP1804511;Wood Laser Cutter - Wood laser cutters are precision tools used to cut and engrave wood in great detail. These devices use a CO2 laser, which is ideal for organic materials such as wood, cardboard, and MDF. Lasers are capable of making clean cuts without burnt edges, making them perfect for high-end woodworking projects from furniture to custom decorations. Additionally, their ability to cut thin layers and make precise engravings makes them very popular in the manufacture of handcrafted and uniquely designed products.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP1172420;100820_1;-0.697803178;-0.830265532;-0.589173244;0.0007;EP7751489;1;Solic. EP1172420;Acrylic Laser Cutter - The acrylic laser cutter is used to cut this plastic material with high precision, which is widely used in the manufacture of signs, decorative pieces and design applications. It uses a carbon dioxide laser that heats the acrylic until it melts, allowing for fine, crisp cuts without chips or fractures. This type of cutter is especially useful in the signage industry and the manufacture of custom products, as it allows for great versatility in the design and production of complex and detailed pieces.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP9055506;100360_1;-0.870454814;-0.567674344;-0.467421398;0.0011;EP7751489;1;Solic. EP9055506;Fabric Laser Cutter - The fabric laser cutter is a device used to cut fabrics with high precision and speed. It uses a CO2 laser to vaporize the edges of fabrics, preventing fraying and improving the quality of the cut. This type of cutter is ideal for the textile industry, garment making, upholstery manufacturing, and creating custom accessories. Additionally, its ability to cut complex patterns and fine details without physical contact with the material makes the process more efficient and less prone to errors.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP3131357;100675_1;-0.986350745;-0.905407369;-0.421377536;0.0005;EP7751489;1;Solic. EP3131357;Laser Glass Cutter - A laser glass cutter is a precise tool that uses a high-powered laser to cut glass, mirrors, and other fragile materials. Through a vaporization and fusion process, the laser creates clean, detailed cuts in the glass without causing stresses that can lead to cracks or breakage. This type of cutter is ideal for manufacturing products such as etched glass panels, optical components, and decorative glass. Additionally, it is widely used in prototyping and the jewelry industry, where very fine cuts are required.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP3152544;100453_1;-0.97201328;-0.688089829;-0.655151253;0.0009;EP7751489;1;Solic. EP3152544;Leather Laser Cutter - Leather laser cutters are specialized tools that use a CO2 laser to cut and engrave leather, a popular material in the manufacture of apparel, accessories, and luxury goods. Thanks to the precision of the laser, intricate cuts and custom engravings can be made without damaging the material. In addition, the laser allows for a clean, smooth finish, ideal for high-end products such as wallets, belts, and shoes. These cutters are essential in the fashion industry and the design of exclusive leather products.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP9564763;100837_1;-0.937682647;-0.672759638;-0.346034037;0.0005;EP7751489;1;Solic. EP9564763;Ceramic Laser Cutter - The ceramic laser cutter is a precise tool that uses a high-power laser to cut ceramic, porcelain, and other fragile materials. This device employs a CO2 laser to heat and vaporize the material, allowing for fine, detailed cuts without applying pressure. It is ideal for creating custom ceramic pieces such as decorative tiles, artistic figurines, and high-precision components. Its ability to deliver intricate, smooth cuts without affecting the structure of the material makes it a very useful tool for the design of innovative ceramic products.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP9381473;100652_1;-0.864063336;-0.600361813;-0.47372216;0.0011;EP7751489;1;Solic. EP9381473;Composite Laser Cutter - A composite laser cutter is designed to cut materials such as carbon fiber, fiberglass, and fiber-reinforced plastics. Widely used in the aerospace, automotive, and sports equipment manufacturing industries, these materials require advanced cutting technology. Laser cutters make it possible to cut these materials with extreme precision, ensuring that they are not damaged during the process. In addition, the cuts made are extremely clean and detailed, reducing the need for post-processing and improving efficiency in production.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP5235910;100314_1;-0.845878829;-0.790362902;-0.887349283;0.001;EP7751489;1;Solic. EP5235910;Large Format Laser Cutter - The large format laser cutter is ideal for cutting and engraving large and heavy materials. These devices are designed to handle large sheets of materials such as plastics, metals, and wood with millimeter accuracy. They are commonly used in sign making, signage, and architectural prototyping. Its ability to cut large pieces without compromising cut quality makes it an indispensable tool in industries that require large-scale mass production of materials, such as advertising and construction.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP9157599;100167_1;-0.993011271;-0.958830406;-0.963918234;0.0002;EP7751489;1;Solic. EP9157599;Laser Cutter for Electronic Circuits-The laser cutter for electronic circuits is a specialized tool used to cut and engrave materials used in the manufacture of printed circuit boards (PCBs). This type of cutter uses a high-precision laser to make detailed cuts in the copper layer and other conductive materials without damaging the surrounding surfaces. It is widely used in the manufacture of electronic devices and circuit prototypes. Its ability to make extremely precise cuts allows for the creation of more complex designs, improving the quality of electronic components and speeding up the development process.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP2170546;100294_1;-0.757561884;-0.575630077;-0.883862613;0.0003;EP7751489;1;Solic. EP2170546;Laser Cutter for Cardboard-The laser cutter for cardboard is a tool that uses a CO2 laser to cut, engrave and perforate cardboard with high precision. It is commonly used in the manufacture of custom packaging, business cards and mock-ups. Its ability to cut complex shapes and intricate details makes it ideal for graphic designers and packaging companies. In addition, the laser allows for cutting without producing additional waste, contributing to a cleaner and more efficient manufacturing process. This type of cutter is widely used in the packaging and stationery industry.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP2350709;100901_1;-0.804140017;-0.917741346;-0.513189516;0.0005;EP7751489;1;Solic. EP2350709;Laser Stone Cutter - Laser stone cutter is a specialized tool for cutting and engraving stone materials such as marble, granite, and limestone. Using high-powered lasers, this device vaporizes the material, allowing complex designs and intricate details to be created in the stone without damaging its structure. These cutters are ideal for applications in the construction industry, interior design, and monument creation. Thanks to their high precision, they allow for precise, customized cuts in hard materials, facilitating the creation of artistic and decorative products.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP9994813;100425_1;-0.880552062;-0.426845275;-0.69208396;0.0005;EP7751489;1;Solic. EP9994813;Laser Cutter for Plastic - Laser cutters for plastic are used to cut a wide variety of plastics, including acrylic, PVC, polyethylene, and polypropylene. Using a CO2 laser, these devices offer clean, precise cuts without the need for physical contact with the material. This type of cutter is widely used in the manufacture of prototypes, replacement parts, consumer goods, and components for the packaging industry. Lasers allow you to work with plastics of different thicknesses and textures, achieving smooth cuts without jagged edges that could arise with other cutting methods.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP4273425;100114_1;-0.688381996;-0.882307082;-0.856653425;0.0006;EP7751489;1;Solic. EP4273425;Laser Cutter for Jewelry - The laser cutter for jewelry is a tool that allows you to create fine, detailed pieces in precious metals, such as gold, silver, and platinum. Using a high-precision laser, this device can cut, engrave, or mark materials with impressive accuracy, allowing the creation of intricate designs in custom jewelry. These cutters are ideal for the production of rings, necklaces, and bracelets, as they allow fine adjustments to be made without damaging the material. In addition, the process is efficient and fast, which improves productivity in jewelry making. ;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP1085453;100166_1;-0.999619658;-0.552864306;-0.556061291;0.0006;EP7751489;1;Solic. EP1085453;Laser Cutter for Technical Textiles - The laser cutter for technical textiles is used to cut specialized materials such as fabrics for the medical industry, sportswear or protective equipment. These materials require precise cuts without damaging the fibers. The laser, when cutting these textiles, prevents fraying and ensures that the material retains its original properties. This type of cutter is essential for the manufacture of specialized clothing and other textile products that require precision in design and shape. In addition, it is very useful for creating patterns and prototypes without the need for expensive production processes.;A laser cutting device is a precision tool used in industrial and manufacturing applications. It uses a high-powered laser to focus an extremely narrow beam of light onto the material, melting or vaporizing it to make precise cuts. These devices are often controlled by computers, allowing for automated cuts and achieving complex shapes with high accuracy. Lasers can cut a wide variety of materials, including metal, wood, plastic, and glass. They are also efficient and clean, generating little waste and requiring little maintenance compared to traditional methods. Their ability to deliver fine cuts and detailed details makes them indispensable in industries such as engineering, parts manufacturing, and custom design.
EP4367787;100535_1;-0.27405029;-0.207527892;0.04479946;0.0003;EP4367787;0;Solic. EP4367787;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3978290;100730_1;-0.128638186;-0.014348627;-0.254842203;0.0003;EP4367787;1;Solic. EP3978290;The lighting device of claim 7, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP2446372;100572_1;-0.130505195;-0.048125702;-0.066006319;0.0005;EP4367787;1;Solic. EP2446372;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3781419;100161_1;-0.530115119;0.24793201;-0.095958797;0.0003;EP4367787;1;Solic. EP3781419;The lighting device of claim 1, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0759862;100104_1;-0.282137055;0.323029926;0.035093292;0.0005;EP4367787;1;Solic. EP0759862;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3873257;100806_1;-0.314741739;0.222754689;-0.295338658;0.0008;EP4367787;1;Solic. EP3873257;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP5289613;100145_1;-0.328797561;0.00090904;-0.20107278;0.0007;EP4367787;1;Solic. EP5289613;The lighting device of claim 6, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP8032944;100434_1;-0.519312068;0.032600695;-0.316583015;0.0009;EP4367787;1;Solic. EP8032944;The lighting device of claim 3, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1065588;100495_1;-0.217093499;0.25343867;-0.142904018;0.0006;EP4367787;1;Solic. EP1065588;The lighting device of claim 5, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP1415962;100245_1;-0.430019091;0.328014706;-0.039591817;0.0009;EP4367787;1;Solic. EP1415962;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP0564620;100356_1;-0.011311926;0.071336719;-0.116486761;0.0002;EP4367787;1;Solic. EP0564620;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
EP3287254;100771_1;-0.321532164;0.149705499;-0.156898771;0.0002;EP4367787;1;Solic. EP3287254;The lighting device of claim 4, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle;The lighting device of claim 9, wherein the angle between the side surface of the wavelength conversion layer and the bottom surface of the wavelength conversion layer is an obtuse angle
